names,clubs,ages,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,AerialsWon,MotM
Virgil van Dijk,Liverpool,31,43,3857,0.8,0.9,0.5,0.7,3.6,0.6,0,6.85,4,0,1,0.2,0.1,0.2,0,0,0.2,72.3,88.7,0,4.2,0,2.8,2
Sèrge Aurier,Nottingham Forest,30,25,1733,2.5,1.1,0.7,0.1,2.5,0.4,0,6.83,2,0,0.4,0.6,0.6,1.1,0,0.7,1.1,31.5,74.7,0.5,0.9,0,2.1,1
Luke Shaw,Man Utd,27,45,3241,1.4,1,1.2,0.2,1.3,0.3,0,6.83,2,6,0.4,1.2,0.5,0.7,0,0.3,0.8,49.4,83.9,1,1.5,0,1.2,1
Karim Onisiwo,Mainz,31,34,2131,0.5,0.1,1.4,0,0.2,0,0,6.73,9,2,1.9,1,1,0.9,0.7,1.2,3.1,15,58.4,0.3,0.1,0,1.7,2
Alessio Romagnoli,Lazio,28,35,2657,1.2,0.9,1,0.4,3.1,0.8,0,6.81,1,0,0.3,0.1,0.1,0.5,0,0.1,0.2,55.7,90.1,0,3.2,0,2,1
Exequiel Palacios,Leverkusen,24,30,1792,2.5,1.3,1,0,1,0.1,0,6.84,4,2,0.8,0.6,0.3,1.3,0,1,0.7,46.2,86.7,0.1,1.4,0,0.4,2
Jonas Hector,FC Koln,32,29,2196,3.1,1.3,0.8,0.2,1.9,0.2,0,6.87,0,1,0.8,1,0.9,2.6,0,0.5,1.2,44.4,78,0.5,2.3,0,1.4,0
Eberechi Eze,Crystal Palace,24,32,1949,1,0.3,0.7,0,0.2,0,0,6.86,5,3,1.6,1.4,1.7,1.4,0.1,1.3,1.6,26.1,82.4,0.6,0.8,0.1,0.4,2
Ciro Immobile,Lazio,33,29,1861,0.4,0,0.8,0,0.5,0,0,6.81,11,5,2.3,0.9,0.6,0.7,0.5,0.8,2,20.8,74.7,0,0.5,0.1,0.5,4
Luis Alberto,Lazio,30,35,1941,1.2,0.2,0.4,0,0.1,0.2,0,6.88,6,5,1.3,1.5,0.4,0.4,0.1,0.7,1,49.6,87.4,1,1.5,0.2,0.3,2
Fikayo Tomori,AC Milan,25,34,2750,2.2,0.8,0.9,0.2,1.9,0.7,0,6.79,1,0,0.3,0.3,0.1,0.7,0,0.1,0.3,54.3,87.8,0,5.1,0.1,1.6,2
Douglas Luiz,Aston Villa,24,36,2394,1.9,1.1,1.3,0,0.5,0.2,0,6.85,4,5,0.8,1.1,0.6,0.9,0.1,0.8,1,45.9,87,0.5,1.9,0.1,0.7,2
Sheraldo Becker,Union Berlin,28,43,2836,0.5,0.1,0.8,0,0.1,0.1,0,6.82,9,6,2.1,1.1,0.7,0.6,0.8,1,1.8,14.2,66.1,1,0.6,0.1,0.5,2
Emmanuel Agbadou,Reims,25,24,1886,2.4,1.1,1,0.3,3.7,0.4,0,6.87,0,2,0.9,0.3,0.2,0.2,0,0.4,0.9,47.1,85.3,0,3.2,0.2,1.9,1
Lukas Kübler,Freiburg,30,25,1649,1.8,1.2,1,0.1,1.5,0.4,0,6.75,4,0,0.4,0.3,0.2,0.7,0.1,0.1,0.7,33.3,71.9,0.3,2,0,1,0
Jérémie Boga,Atalanta,26,25,689,0.4,0.1,0.2,0,0.1,0,0,6.86,2,5,0.7,1.7,2.1,0.7,0.1,0.4,1.5,19.7,84.5,1.2,1.1,0.1,0.3,1
Guido Rodríguez,Real Betis,29,36,2388,2.8,1.1,1.2,0,1.5,0.3,0,6.85,1,0,0.5,0.3,0.7,1.6,0,0.7,0.5,44.8,87.7,0,2.5,0.1,1.1,2
Loïs Openda,Lens,23,36,1934,0.3,0,0.9,0,0.1,0,0,6.75,16,2,2.1,0.5,0.4,1.1,0.4,0.6,1.2,8.9,65.3,0.1,0.1,0.1,0.3,5
Ismaily,Lille,33,20,1452,2.1,0.9,0.6,0.3,1.3,0.2,0,6.86,2,1,0.7,1,0.6,0.9,0.1,1.3,1.1,45,80.5,0.1,0.6,0,1.6,0
Marius Wolf,Borussia Dortmund,27,25,1407,1,0.8,0.6,0.2,1,0.4,0,6.76,1,1,1,0.7,1.2,0.8,0.1,0.5,0.9,31.3,78.6,0.6,1.9,0.1,0.3,3
Roberto Firmino,Liverpool,31,34,1660,0.8,0.4,0.5,0,0.2,0,0,6.80,11,5,1.4,1,0.6,0.3,0.1,1.1,1.8,23.4,80.5,0.1,0.3,0.1,0.7,3
Mathias Jensen,Brentford,27,39,2787,1.7,0.8,0.8,0,0.5,0.1,0,6.82,5,5,0.6,1.3,0.7,0.7,0,0.7,1.3,33.7,76.9,1.4,2.9,0,0.3,3
Jordi Alba,Barcelona,34,32,1870,1.1,0.6,0.5,0.4,0.6,0.3,0,6.89,2,6,0.6,1.4,0.3,0.2,0.3,0.3,0.4,59.8,87.5,0.8,2.4,0.2,0.2,2
Rodrigo Becão,Udinese,27,22,1953,2.8,0.8,1.3,0.5,2.1,1,1,6.86,2,1,0.7,0.4,0.2,1.1,0.3,0.1,0.6,42.5,80.2,0.1,3,0,2.3,1
Iza Carcelén,Cadiz,29,19,1510,3.1,0.7,0.7,0.4,2.7,0.5,0,6.86,0,1,0.3,0.3,0.6,0.9,0.1,0.6,0.7,26.6,80.8,0.4,1.3,0,0.7,0
Youri Tielemans,Leicester,25,35,2498,1.9,0.8,1.1,0,0.6,0.2,0,6.90,5,3,1.1,1.2,0.6,0.6,0,0.3,1,51.2,84.7,0.4,2.7,0.2,0.7,3
Jordan Lotomba,Nice,24,30,2030,1.7,1,0.7,0.2,1.3,0.3,0,6.79,0,2,0.3,0.5,1.2,0.9,0,0.7,1.2,33.2,83.8,0.4,0.6,0.1,0.7,2
Marc Oliver Kempf,Hertha Berlin,28,28,2457,1.4,1.6,0.8,1,4.4,1.2,0,6.86,0,0,0.5,0.1,0.3,0.8,0,0.3,0.4,42.5,78.5,0,2.4,0,3.8,0
Nicolò Rovella,Monza,21,21,1203,1.6,1.6,1,0.1,0.5,0.1,0,6.74,1,0,1,0.8,0.4,0.9,0,0.3,0.7,50.3,91.5,0.3,3.9,0,0.3,0
Ben White,Arsenal,25,38,2743,1.6,0.6,0.5,0.3,1.8,0.2,0,6.77,2,3,0.2,0.6,0.2,0.7,0,0.2,0.8,47.5,86.5,0.4,1.6,0.1,0.8,0
Jaka Bijol,Udinese,24,32,2616,1.1,0.9,0.7,0.5,5.7,0.8,0,6.86,3,1,0.6,0.3,0,0.2,0,0.1,0.3,40.3,83.7,0,3.6,0.1,3.1,3
Joe Willock,Newcastle,23,36,2410,1.5,0.6,0.9,0,0.4,0.3,0,6.78,3,4,1.4,0.9,0.8,0.5,0.1,0.6,1.8,25.3,84.3,0.3,1.2,0,0.4,2
Dejan Kulusevski,Tottenham,22,36,2488,1.1,0.3,1.4,0,0.2,0,0,6.79,3,9,1.4,1.7,1.6,1.1,0.1,1.6,2.7,24.5,81.5,0.6,0.5,0.1,0.1,2
Lucas Paquetá,West Ham,25,33,1985,2.3,0.6,1.6,0,1.3,0.2,0,6.93,5,3,1.8,1.1,0.7,1.1,0,1.3,1.5,41.7,81.6,0.2,1.8,0.2,1.2,2
Filip Kostic,Juventus,30,50,3417,1.3,0.3,0.8,0,0.6,0.1,0,6.76,3,12,1,1.8,0.5,0.3,0.1,0.6,1.3,25.4,79.3,1.6,0.8,0,0.3,2
Joachim Andersen,Crystal Palace,26,34,2891,1.2,0.8,1.1,0.7,5.8,0.5,1,6.82,1,1,0.8,0.3,0.2,0.6,0.1,0.1,0.4,61.4,80.7,0.1,6.2,0,2.5,0
Rafael Tolói,Atalanta,32,29,2258,2,1.8,1,0.3,2.4,0.5,0,6.84,1,1,0.9,0.5,0.2,0.6,0.1,0.1,0.6,49.7,82,0.1,3,0,1.4,3
Ardian Ismajli,Empoli,26,25,2123,1.7,1.2,0.8,0.5,4.6,1.1,1,6.78,0,0,0.4,0.2,0,0.6,0,0,0.2,41.5,84.2,0,2.3,0,2,2
Kepa Arrizabalaga,Chelsea,28,32,2746,0.1,0,0,0,1,0,0,6.85,0,0,0,0,0,0.2,0,0,0,28.9,78.5,0,3.9,0,0.4,2
Kalidou Koulibaly,Chelsea,31,38,2757,2,1.3,1,0.4,3.7,0.6,0,6.87,3,1,0.5,0.3,0.2,0.5,0.1,0.1,0.4,62.4,86.3,0,3.1,0,1.8,1
Marco Reus,Borussia Dortmund,33,23,1443,1.4,0.4,1,0,0.3,0.2,0,6.88,8,5,1.7,1,0.5,0.9,0.2,0.9,1.3,24.8,80.9,0.2,0.1,0,0.5,1
Theo Hernández,AC Milan,25,43,3647,2,0.5,0.8,0.1,1,0.2,1,6.95,4,7,1.5,1.4,0.7,2,0.1,0.7,1.5,43.2,82.1,0.9,2.1,0,1.1,3
Juan Cuadrado,Juventus,34,37,2120,1.6,0.8,0.9,0.1,0.6,0,0,6.84,3,4,1.1,1.3,0.7,1.6,0.1,0.4,1,34.2,87.2,1.1,2.9,0,0.3,2
Guglielmo Vicario,Empoli,26,24,2160,0,0,0,0,1.3,0,0,6.85,0,0,0,0,0,0.3,0,0,0,36.9,71.1,0,6.4,0,0.3,1
Willian,Fulham,34,23,1556,0.6,0.4,0.5,0.1,0.3,0,0,6.85,3,2,1.3,1.7,1.3,1,0.1,1,1.7,30.1,82.5,0.2,2,0.1,0.4,1
Allan Saint-Maximin,Newcastle,26,26,1287,0.2,0.2,0.2,0,0,0,0,6.73,1,5,1.2,1,2.1,0.7,0.1,1.3,1.3,16.8,73.5,0.3,0.8,0,0,1
Bryan Mbeumo,Brentford,23,36,2540,0.6,0.2,0.6,0,0.4,0,0,6.80,5,5,1.5,1.2,0.9,0.7,0.1,1.4,1.8,20.1,71.6,1,0.7,0.1,1,1
Luigi Sepe,Salernitana,31,17,1530,0,0,0.1,0,0.4,0,0,6.84,0,0,0,0,0,0.1,0,0,0.1,32.9,63.9,0,6.5,0,0.3,1
Sandro Tonali,AC Milan,22,40,3071,1.9,0.6,1,0.1,0.4,0.3,0,6.81,2,9,0.8,1.5,0.3,0.9,0.1,0.4,1.2,35.8,79.5,0.6,2.6,0.1,0.4,4
Bradley Barcola,Lyon,20,23,932,1,0.6,1,0,0.3,0,0,6.84,7,3,1.1,0.8,1.5,0.3,0.2,0.3,1.2,13.9,73,0.2,0.2,0,0.7,3
David Silva,Real Sociedad,37,26,1840,1,0.6,1,0,0.5,0,0,6.84,2,5,1,1.2,0.8,1,0.1,1,1.2,42.3,86.6,0.2,1.4,0.2,0.4,1
Bryan Cristante,Roma,28,47,3636,2.9,0.7,1.5,0,1.1,0.3,0,6.86,1,3,0.8,0.5,0.2,0.6,0,0.3,0.8,45.8,81.7,0.1,3,0.1,2,4
Rasmus Nicolaisen,Toulouse,26,31,2547,1.5,1.4,0.8,0.2,4.4,1.2,1,6.84,0,2,0.3,0.1,0.3,0.8,0,0.1,0.2,48.7,83.5,0,3.3,0,3.1,1
Lucas Tousart,Hertha Berlin,25,31,2498,2.5,1.5,1.2,0.1,1.9,0,0,6.83,3,1,1.2,0.6,0.8,1.2,0.1,0.9,1.5,26.9,63.1,0.1,1,0,3,3
Guillermo Maripán,Monaco,28,28,2134,1.5,1.5,0.9,0.6,3,0.9,1,6.77,4,0,0.6,0.1,0,0.3,0,0.2,0.3,43.8,87.4,0,2.9,0,2,1
Matteo Pessina,Monza,25,28,2335,1.6,1,1.1,0.1,0.7,0.3,0,6.86,4,2,1,0.8,1,1.5,0,1.2,1.8,53.2,86.5,0.3,2.2,0,1.1,0
Lisandro Martínez,Man Utd,25,49,3487,2.1,1,0.7,0.4,3.3,0.8,0,6.85,1,0,0.3,0.3,0.4,0.4,0,0.2,0.5,55.7,87.4,0,2.8,0.2,1,0
Hirving Lozano,Napoli,27,38,1965,1,0.4,1.1,0,0.1,0,0,6.87,4,4,1.5,1,1.3,1.1,0.2,0.5,1.5,14.8,78.6,0.6,0.2,0,0.2,1
Lee Jae-Sung,Mainz,30,31,1733,1.2,0.5,0.6,0,0.4,0.2,0,6.79,7,3,1,0.8,0.7,0.7,0.1,0.7,1.3,23.3,75.5,0.1,0.7,0,1.3,3
Álex Moreno,Real Betis,29,31,2260,1.6,0.7,1.1,0.4,1.7,0.2,0,6.75,0,5,0.7,0.8,1.1,1,0,0.6,1.8,31.2,78.9,0.4,0.8,0,0.5,0
Álvaro Morata,Atletico,30,47,2377,0.5,0,1,0,0.7,0.1,0,6.78,17,3,1.7,0.5,0.5,1.6,0.8,0.9,1.5,12.8,66.9,0.1,0.5,0,1.2,2
Alexander Sørloth,Real Sociedad,27,42,2790,0.8,0.1,1.1,0.1,0.8,0.1,0,6.86,15,3,1.7,0.9,0.9,0.5,0.5,1.8,2.5,15.7,70.9,0.1,0.3,0,2,3
Krépin Diatta,Monaco,24,40,2486,0.8,0.6,0.9,0,0.3,0,0,6.79,4,4,1.5,1,1,0.9,0.3,0.9,1.6,24.4,78.4,0.6,0.5,0,1.4,0
Nicolò Casale,Lazio,25,29,1955,1.5,0.6,0.9,0.6,2.3,0.4,0,6.77,1,1,0.3,0.2,0,0.3,0,0,0.3,54.8,92,0,3.1,0,1.8,0
Mats Hummels,Borussia Dortmund,34,30,1810,2,1.2,0.6,0.6,3.3,0.6,0,6.82,0,0,0.5,0.3,0.1,0.5,0,0.2,0.1,51.8,87,0.1,5,0,2.1,0
Salis Abdul Samed,Lens,23,35,2770,1.4,1.1,2.4,0,0.7,0.3,1,6.79,1,1,0.4,0.5,1,1.3,0,1,1.3,60,92.3,0.1,1.5,0.1,0.4,0
Eric García,Barcelona,22,24,1584,1.2,1.2,0.9,0.8,1.6,0.4,0,6.79,1,1,0.3,0,0.1,0.3,0,0,0.3,66.8,92.9,0.1,4.1,0,1.3,1
Rolando Mandragora,Fiorentina,25,28,1510,1.5,0.5,1.1,0,0.9,0.1,0,6.83,3,3,1.5,1.4,0.2,0.7,0,0.3,0.5,31.9,84.3,0.9,2.2,0,1.4,1
Georginio Rutter,Hoffenheim,20,27,1221,0.7,0.3,0.9,0,0.4,0.1,0,6.61,2,2,1.3,0.5,1.8,1,0.8,1.5,2.4,8.1,57.5,0,0.3,0,0.8,1
Morten Hjulmand,Lecce,23,27,2308,2.6,2.3,1.8,0,1.8,0.3,0,6.83,0,4,0.3,0.7,0.4,1.2,0,0.6,0.9,36.4,78.5,0.1,2.5,0,1.3,5
Federico Dimarco,Inter,25,42,2457,0.8,0.6,0.4,0,0.7,0.2,0,6.86,4,5,1.2,1.6,0.4,0.8,0.2,0.3,0.8,27.7,79.6,1.7,2.1,0,0.2,0
Manu Koné,Borussia M.Gladbach,21,26,2199,2.6,1,1.7,0.1,0.6,0.3,0,6.83,1,1,0.8,0.7,1.9,2.5,0,1.8,2.5,45.6,86.8,0,1,0,0.6,0
Jordan Veretout,Marseille,30,39,2697,1.7,0.9,1.1,0,1.1,0.2,1,6.81,4,3,0.7,0.8,0.3,0.6,0.1,0.4,0.8,52.6,88.3,0.5,3.6,0.1,0.5,1
Olivier Giroud,AC Milan,36,45,2926,0.3,0.1,1,0.1,0.8,0.1,0,6.95,17,7,2.4,0.8,0.2,0.7,0.5,0.4,1.8,16.1,64,0,0.2,0.1,3.2,2
Lukasz Skorupski,Bologna,31,30,2610,0.1,0,0,0,0.9,0,0,6.81,0,0,0,0,0,0.2,0,0,0,28.5,72.4,0,5.9,0,0.2,1
Adrien Truffert,Rennes,21,37,2410,1.9,0.6,0.8,0.2,1.4,0.3,0,6.76,0,7,0.5,0.7,0.9,0.8,0.1,0.6,1.1,35.6,80,0.4,0.9,0,1.1,1
Callum Wilson,Newcastle,31,29,1786,0.2,0,0.6,0,0.1,0,0,6.71,10,5,2,0.8,0.3,1.2,0.4,1.2,2.2,8.4,71.8,0,0.2,0,0.7,1
Stefan Bell,Mainz,31,23,1769,1.4,1.6,1.7,0.3,4,0.5,0,6.82,0,0,0.3,0.3,0.1,0.3,0.2,0.2,0.4,39.5,77.1,0,3.5,0,3.4,1
David Soria,Getafe,30,28,2520,0,0,0,0,1,0,0,6.82,0,0,0,0.1,0,0.1,0,0,0,26.1,52,0,10.6,0,0.1,5
Junior Messias,AC Milan,31,24,1245,1.1,0.4,0.8,0,0.8,0.1,0,6.70,5,2,1.1,0.5,0.8,0.8,0.1,0.5,1,16.9,79.1,0,0.7,0,0.9,1
Kai Havertz,Chelsea,23,46,3167,0.9,0.3,1.6,0,0.9,0,0,6.82,13,1,2.2,1.1,0.6,0.7,0.7,1.1,2.2,24.1,81.6,0.1,0.4,0,1.9,5
Robin Knoche,Union Berlin,30,39,3226,1.8,1,0.6,0.5,3.7,0.6,0,6.90,7,2,0.6,0.2,0.3,0.8,0,0.3,0.5,53.7,81.5,0.1,4.8,0,2,2
Robert Andrich,Leverkusen,28,33,2755,2.2,1.3,1.6,0.1,1.7,0.5,1,6.84,3,2,1,0.6,0.2,0.5,0,0.1,0.6,48.4,84.3,0.1,1.8,0,1.6,1
Pascal Struijk,Leeds,23,26,2006,2.9,1.2,1,0.3,2.2,0.5,0,6.82,2,1,0.6,0.5,0.4,0.5,0,0.4,1,41.4,80,0.2,0.8,0,2.3,0
Gédéon Kalulu,Lorient,25,23,1980,2.5,1.2,1,0.2,2.5,0.1,0,6.82,0,3,0.4,0.9,0.9,0.7,0,0.7,1.2,44,80.6,0.3,2.2,0,1,1
Davide Frattesi,Sassuolo,23,33,2558,1.5,0.4,1,0,1.1,0.1,0,6.73,6,0,1.6,0.8,0.9,1.4,0,1,1.4,26.5,78.2,0.1,1.7,0.1,0.6,1
Yeray Álvarez,Athletic Bilbao,28,26,1911,1.1,1.7,0.8,0.5,3.6,0.5,0,6.82,1,1,0.3,0.5,0.2,0.8,0,0,0.2,48.8,81.6,0.2,4.3,0.1,1.8,1
Baptiste Santamaría,Rennes,28,21,1545,1.7,1,0.9,0,0.9,0.2,0,6.79,1,0,0.7,0.7,0.3,0.7,0,0.5,1.3,55.3,85.5,0,4.3,0,2.3,1
Jesper Lindstrøm,Eintracht Frankfurt,23,34,2350,0.9,0.4,0.8,0,0.2,0.1,0,6.66,8,2,1.7,0.8,1.3,0.9,0.2,1.3,2.5,17.7,69.3,0.4,0.1,0.1,0.2,2
Stijn Spierings,Toulouse,27,33,2616,2.6,1.4,1.5,0,1.3,0.4,0,6.82,3,0,0.8,0.6,0.5,1.3,0,0.7,0.7,55.4,85.8,0.1,3.9,0,0.6,0
Sead Kolasinac,Marseille,29,37,2096,1.7,1.2,1.2,0.1,1.1,0.1,0,6.70,4,1,0.5,0.5,0.1,0.5,0.1,0.2,0.8,33.3,85.3,0.1,0.8,0,0.7,2
Álvaro García,Rayo Vallecano,30,26,2167,1.4,0.9,1,0,0.3,0.1,0,6.82,4,3,1.4,1.4,0.5,0.9,0.3,0.6,1.3,23.8,71.2,1,0.5,0,0.4,2
Dusan Vlahovic,Juventus,23,37,2592,0.3,0.1,0.7,0,0.4,0.1,0,6.86,16,5,2.8,0.8,0.5,0.8,0.6,1.5,2.2,14.9,71.1,0.1,0.7,0,1.2,5
David García,Osasuna,29,29,2212,1.2,1.4,1.8,1,4.9,0.4,0,6.82,3,0,0.5,0.2,0.1,0.6,0,0,0.3,48.1,81.6,0,4,0,2.8,0
Nicolas Höfler,Freiburg,33,36,2913,2,1.7,1.8,0.1,1.3,0.5,0,6.88,2,1,0.6,0.2,0.5,1.4,0,0.3,0.7,48.4,84.5,0,2.1,0,1.8,1
Sergio Ramos,PSG,37,37,2709,1.2,1.1,0.8,0.6,2.7,0.5,0,6.79,3,1,0.6,0.1,0.2,0.6,0.1,0.2,0.2,70.1,94.8,0.1,4.5,0,1.6,0
Ko Itakura,Borussia M.Gladbach,26,24,1765,1.1,1.2,0.6,1,4.1,1,0,6.82,0,3,0.6,0.2,0.4,0.6,0,0.1,0.5,60.6,90.1,0,1.7,0,1.8,0
Mërgim Berisha,Augsburg,24,21,1602,0.5,0,1.3,0,0.9,0,0,6.82,10,4,2.6,1,0.2,1.5,0.7,1.2,2,12,54.8,0.9,0.3,0,1.8,4
Pau Torres,Villarreal,26,34,2695,1.1,0.3,0.7,0.6,4.1,0.8,1,6.79,0,0,0.3,0.4,0.7,0.5,0,0.2,0.6,71.1,86.7,0,5.2,0,1.5,1
Kasper Schmeichel,Nice,36,41,3510,0,0,0,0,0.6,0,0,6.76,0,0,0,0.1,0,0,0,0,0.1,29.2,75.8,0,7.9,0,0.2,2
Jadon Sancho,Man Utd,23,28,1533,0.7,0.3,0.3,0,0.1,0,0,6.69,5,2,0.8,1.6,1.1,0.3,0.3,0.7,1.6,25,86.1,0.1,0.5,0.1,0.1,1
Rafal Gikiewicz,Augsburg,35,23,2070,0.1,0,0,0,1.2,0,0,6.80,0,0,0,0,0,0.2,0,0,0.1,44.5,71,0,9.6,0,0.3,3
Dayot Upamecano,Bayern,24,45,3448,2.2,1.1,1,0.5,2.5,0.4,0,6.82,2,1,0.2,0.2,0.3,0.5,0,0.3,0.5,75.4,90.3,0,5.3,0,1.4,0
Samuel Gigot,Marseille,29,27,1821,1.3,1.8,1.5,0.2,2.7,0.4,0,6.69,2,2,0.4,0.2,0.2,0.6,0,0.1,0.5,42.9,88.2,0,1.2,0,1.8,2
Timo Hübers,FC Koln,26,27,1928,1.7,2,1.1,0.6,5.2,0.5,1,6.80,1,0,0.3,0.1,0.2,0.8,0,0.1,0.4,58.3,82.6,0,3.2,0,3,0
Daichi Kamada,Eintracht Frankfurt,26,41,2819,1.6,0.6,1.1,0,0.6,0.1,0,6.77,13,4,1.3,0.7,0.6,0.8,0.3,0.9,0.9,36,83,0.4,1.7,0.1,0.6,4
Marcos Llorente,Atletico,28,33,2083,1.2,0.6,1.1,0.1,0.7,0.1,0,6.68,3,3,0.8,1,0.6,0.4,0.1,0.5,1.3,32.2,86.4,0.1,0.9,0.1,0.3,1
Lars Stindl,Borussia M.Gladbach,34,23,1440,0.9,0.5,1,0,0.7,0.1,0,6.80,6,6,1.7,1.3,0.3,1.4,0.3,1.1,1.1,26,80.9,0.4,1,0.2,0.4,0
Dwight McNeil,Everton,23,31,1911,1.9,0.7,0.6,0,0.7,0.1,0,6.79,3,2,1,1.1,1.2,0.6,0,0.9,1.3,19.5,78.6,1.3,0.7,0,0.3,3
Francesco Acerbi,Inter,35,38,2747,1.1,1.1,0.6,0.2,2.6,0.3,0,6.76,1,1,0.6,0.3,0.1,0.5,0.1,0.1,0.4,52.2,89.2,0.1,3.2,0,2.5,0
Facundo Medina,Lens,23,30,2154,1,0.8,1.1,0.3,1.8,0.3,0,6.80,4,3,0.6,0.5,0.8,0.6,0,0.7,0.7,79.7,90.5,0.3,2.9,0,1,1
Thibault De Smet,Reims,24,17,1419,1.4,1.1,1.2,0.1,1.8,0.3,0,6.80,0,1,0,0.4,0.3,0.6,0.1,0.3,0.9,44.6,78.4,0.5,1.6,0,1.7,0
Marco Asensio,Real Madrid,27,48,1543,0.5,0.2,0.3,0,0.1,0,0,6.77,10,8,1.5,1.1,0.4,0.4,0.1,0.5,0.9,21.2,87.8,0.4,0.9,0.1,0.1,1
Gregor Kobel,Borussia Dortmund,25,29,2296,0,0,0,0,0.6,0,1,6.85,0,0,0,0,0,0.2,0,0,0,34,77.9,0,5.2,0,0.2,3
Yuri Berchiche,Athletic Bilbao,33,23,1508,1.7,1.4,1.1,0.4,2.1,0.4,0,6.79,1,1,1.1,0.6,0.3,1.2,0.2,0.6,0.7,40.2,83.5,0.5,2.7,0.1,1.8,1
Rúben Dias,Man City,25,41,3137,1.1,0.7,0.8,0.6,2.6,0.5,0,6.89,1,0,0.7,0.1,0.2,0.2,0,0.1,0.2,76.1,93.2,0,3.1,0,1.8,0
Dan Burn,Newcastle,30,35,2995,1.5,0.8,0.9,0.2,3.1,0.3,0,6.81,1,0,0.5,0.5,0.2,0,0.1,0.2,0.7,39.4,79.1,0.1,1.5,0,2.3,1
Rodrigo Zalazar,Schalke,23,17,1014,0.7,0.3,0.9,0,0.4,0.1,0,6.79,1,2,1.8,1.4,1.6,1.6,0.2,1.3,2.6,13.1,68.6,1.5,0.7,0.1,0.8,2
Johan Gastien,Clermont Foot,35,23,1887,2,1,0.5,0,0.8,0.3,0,6.79,3,2,0.7,0.9,0.3,1.1,0,0.4,1,66.6,84.4,0.6,5.2,0.1,0.4,2
Davide Calabria,AC Milan,26,22,1499,2.9,1,0.8,0.1,1.4,0.2,0,6.74,1,3,0.7,0.8,0.2,0.8,0,0.2,0.4,41.2,81.2,0.7,1.9,0,0.4,0
Dodi Lukébakio,Hertha Berlin,25,28,1979,0.6,0.3,1,0,0.5,0.2,0,6.84,10,3,2,0.7,1.7,1.8,0.5,1.5,2.2,16.6,73.4,0.5,0.8,0,0.5,3
Sven Botman,Newcastle,23,35,2844,0.9,0.9,0.4,0.5,3.4,0.6,0,6.74,0,0,0.6,0.3,0,0.4,0.1,0.1,0.3,45.7,86.1,0,3.6,0,2.1,0
John McGinn,Aston Villa,28,36,2814,1.8,0.6,1.3,0,0.4,0.1,0,6.92,4,4,1.5,0.9,1.2,1.7,0,1.1,1.8,30,79.8,0.4,1.7,0.2,0.7,2
Pervis Estupiñán,Brighton,25,34,2189,1.7,1.1,1.2,0.1,1,0.2,0,6.77,0,3,0.5,1.4,0.4,0.8,0.3,0.9,1.2,44,83.5,0.9,1,0,1.1,1
Gabriel Strefezza,Lecce,25,27,1860,1.4,0.5,1.4,0,0.4,0.1,0,6.79,7,1,1.9,1.1,1.1,2.1,0,1.6,2.2,20.9,68,0.9,1.6,0.1,0.6,0
Alidu Seidu,Clermont Foot,22,24,2079,1.9,1.6,1.3,0.1,1.7,0.5,0,6.76,0,0,0.3,0.3,1.2,2.5,0,0.5,1.3,43.9,86.9,0.3,2.1,0,0.7,0
Thomas Foket,Reims,28,18,1350,1.7,1.4,1.1,0.3,0.9,0.4,0,6.75,0,0,0.1,1.1,0.4,0.9,0.1,0.8,1,38.7,83.5,0.5,1.7,0,0.5,0
Wilfried Zaha,Crystal Palace,30,27,2070,1.3,0.6,1.3,0,0.2,0,0,6.79,6,2,2.4,1,1.9,3,0.5,3.3,3.8,21.5,81.4,0.2,0.3,0.1,0.2,2
Andrew Robertson,Liverpool,29,39,2866,1.1,0.6,0.7,0.4,1.3,0.2,0,6.79,0,11,0.6,1.6,0.5,0.3,0.2,0.3,1.1,48.2,82.8,1.5,1.6,0,0.6,0
Danilo Pereira,PSG,31,45,2954,1,1.1,0.4,0.3,1.8,0.4,1,6.75,2,0,0.4,0.1,0.4,0.6,0.1,0.3,0.5,55.9,93.7,0,2.2,0,1.4,0
Iñaki Williams,Athletic Bilbao,28,35,2299,0.7,0.2,0.9,0.1,0.9,0.1,0,6.74,7,3,2,1.1,1,0.8,0.7,1.2,2,18.7,70.7,0.2,0.3,0,0.9,2
Quentin Merlin,Nantes,20,21,1646,1.3,1.1,0.4,0.1,1.2,0.2,0,6.74,0,2,0.7,1.7,0.9,0.5,0,0.5,1,42.4,79.6,1.6,3,0,0.6,0
Rominigue Kouamé,Troyes,26,25,2121,1.4,1.6,1.8,0,1.4,0.3,0,6.78,1,1,0.8,0.8,1.4,1.5,0,0.9,1.4,44.1,88.5,0.1,2.2,0.1,0.5,1
Emil Audero,Sampdoria,26,25,2250,0,0,0,0,0.6,0,1,6.78,0,0,0,0,0,0.1,0,0,0,32.4,63.6,0,8.4,0,0.2,5
Corentin Tolisso,Lyon,28,26,1440,1.4,0.7,1,0,0.5,0.1,0,6.78,1,1,0.6,1,0.3,1.4,0,0.5,0.7,58,88.7,0.3,3.8,0.3,1,1
